1, 8181
3, 8828
5, 8787
7, 8452
9, 8059
11, 7836
13, 8577
15, 8369
17, 8431
19, 8108
21, 8051
23, 8118
25, 7884
27, 7547
29, 7879
31, 7963
33, 7794
35, 8483
37, 7940
39, 7888
41, 7955
43, 8072
45, 8059
47, 8059
49, 7993
51, 8372
53, 7547
55, 7547
57, 7721
59, 7662
61, 8324
63, 7971
65, 7733
67, 7679
69, 8109
71, 7953
73, 7891
75, 7719
77, 7764
79, 8059
81, 8108
83, 7853
85, 7947
87, 7714
89, 7759
91, 7662
93, 8051
95, 7794
97, 7867
99, 7604
