1, 3875
3, 3803
5, 3803
7, 3803
9, 3803
11, 3803
13, 3803
15, 3489
17, 3576
19, 3803
21, 3576
23, 3803
25, 3454
27, 3803
29, 3803
31, 3803
33, 3803
35, 3589
37, 3589
39, 3589
41, 3566
43, 3589
45, 3589
47, 3499
49, 3589
51, 3499
53, 3589
55, 3542
57, 3566
59, 3589
61, 3566
63, 3542
65, 3566
67, 3512
69, 3566
71, 3499
73, 3499
75, 3566
77, 3566
79, 3499
81, 3566
83, 3566
85, 3542
87, 3542
89, 3566
91, 3634
93, 3542
95, 3566
97, 3489
99, 3566
